MergeFragID	Chr	Start	End	nGEMs	ec	rankSE	MED1	GEMtype	PGI	TSS	Gene	LocusLen
PC3DM+_anchor5849	chr17	8156783	8158810	3	FALSE	0	TRUE	ecTrans	P	PER1	AC129492.3;PER1;VAMP2	2027
PC3DM+_anchor5850	chr17	8160428	8162992	2	FALSE	0	TRUE	ecTrans	P	AC129492.3;VAMP2	AC129492.3;VAMP2	2564
PC3DM+_anchor5851	chr17	8172912	8177158	6	FALSE	0	TRUE	ecTrans	P	TMEM107;AC129492.4	AC129492.4;TMEM107	4246
PC3DM+_anchor5852	chr17	8188190	8188828	1	FALSE	0	TRUE	ecTrans	P	BORCS6	BORCS6	638
PC3DM+_anchor5853	chr17	8189953	8192687	4	FALSE	0	TRUE	ecTrans	P	BORCS6	BORCS6	2734
PC3DM+_anchor5854	chr17	8200709	8201791	1	FALSE	0	FALSE	ecTrans	I	.	.	1082
PC3DM+_anchor5855	chr17	8202511	8206259	4	FALSE	0	FALSE	ecTrans	P	AURKB	AURKB	3748
PC3DM+_anchor5856	chr17	8223650	8224553	1	FALSE	0	FALSE	ecTrans	P	LINC00324	CTC1;LINC00324	903
PC3DM+_anchor5857	chr17	8248038	8248666	1	FALSE	0	TRUE	ecTrans	P	CTC1;PFAS	CTC1;PFAS	628
PC3DM+_anchor5858	chr17	8286265	8288253	1	FALSE	0	FALSE	ecTrans	P	SLC25A35;RANGRF	RANGRF;SLC25A35	1988
PC3DM+_anchor5859	chr17	8288548	8289439	1	FALSE	0	FALSE	ecTrans	P	SLC25A35;RANGRF	RANGRF;SLC25A35	891
PC3DM+_anchor5860	chr17	8295989	8297245	1	FALSE	0	FALSE	ecTrans	P	SLC25A35	SLC25A35	1256
PC3DM+_anchor5861	chr17	8376078	8377442	3	FALSE	0	FALSE	ecTrans	P	KRBA2;AC135178.4;RPL26	AC135178.4;KRBA2;RPL26	1364
PC3DM+_anchor5862	chr17	8381645	8383338	1	FALSE	0	TRUE	ecTrans	P	RPL26	AC135178.4;RPL26	1693
PC3DM+_anchor5863	chr17	8435295	8438969	1	FALSE	0	TRUE	ecTrans	P	NDEL1	NDEL1	3674
PC3DM+_anchor5864	chr17	12019189	12020919	1	FALSE	0	TRUE	ecTrans	P	MAP2K4	MAP2K4	1730
PC3DM+_anchor5865	chr17	13016484	13017775	1	FALSE	0	TRUE	ecTrans	P	ELAC2	ELAC2	1291
PC3DM+_anchor5866	chr17	13599254	13600495	1	FALSE	0	TRUE	ecTrans	P	HS3ST3A1	HS3ST3A1	1241
PC3DM+_anchor5867	chr17	13727877	13731758	4	FALSE	0	TRUE	ecTrans	I	.	.	3881
PC3DM+_anchor5868	chr17	14300396	14301815	1	FALSE	0	TRUE	ecTrans	P	HS3ST3B1;AC005224.3	AC005224.3;HS3ST3B1	1419
PC3DM+_anchor5869	chr17	14302670	14303572	1	FALSE	0	TRUE	ecTrans	P	HS3ST3B1;AC005224.3	AC005224.3;HS3ST3B1	902
PC3DM+_anchor5870	chr17	14306183	14309582	1	FALSE	0	TRUE	ecTrans	P	AC005224.3	AC005224.3;HS3ST3B1	3399
PC3DM+_anchor5871	chr17	15260414	15261831	1	FALSE	0	TRUE	ecTrans	P	PMP22;AC005703.2	AC005703.2;PMP22	1417
PC3DM+_anchor5872	chr17	15262610	15264498	2	FALSE	0	TRUE	ecTrans	P	PMP22;AC005703.2;AC005703.6	AC005703.2;AC005703.6;PMP22	1888
PC3DM+_anchor5873	chr17	15288459	15290219	1	FALSE	0	FALSE	ecTrans	G	.	AC005703.6	1760
PC3DM+_anchor5874	chr17	15377302	15379140	1	FALSE	0	FALSE	ecTrans	G	.	AC005703.3	1838
PC3DM+_anchor5875	chr17	15397919	15398972	1	FALSE	0	TRUE	ecTrans	G	.	AC005703.3	1053
PC3DM+_anchor5876	chr17	15561655	15563322	1	FALSE	0	FALSE	ecTrans	P	TVP23C-CDRT4;TVP23C	CDRT1;TVP23C;TVP23C-CDRT4	1667
PC3DM+_anchor5877	chr17	15683424	15684628	1	FALSE	0	FALSE	ecTrans	P	TRIM16	TRIM16	1204
PC3DM+_anchor5878	chr17	15698522	15700052	2	FALSE	0	FALSE	ecTrans	P	ZNF286A;AC005324.3	AC005324.3;ZNF286A	1530
PC3DM+_anchor5879	chr17	15947142	15948199	1	FALSE	0	FALSE	ecTrans	P	ADORA2B	ADORA2B	1057
PC3DM+_anchor5880	chr17	15958039	15959658	2	FALSE	0	TRUE	ecTrans	G	.	ADORA2B	1619
PC3DM+_anchor5881	chr17	15964819	15966877	1	FALSE	0	TRUE	ecTrans	G	.	ADORA2B	2058
PC3DM+_anchor5882	chr17	16000513	16001211	1	FALSE	0	TRUE	ecTrans	P	ZSWIM7;TTC19	TTC19;ZSWIM7	698
PC3DM+_anchor5883	chr17	16214279	16215172	1	FALSE	0	TRUE	ecTrans	P	NCOR1;PIGL	NCOR1;PIGL	893
PC3DM+_anchor5884	chr17	16217113	16218069	2	FALSE	0	TRUE	ecTrans	P	NCOR1;PIGL	NCOR1;PIGL	956
PC3DM+_anchor5885	chr17	16285013	16288748	4	FALSE	0	TRUE	ecTrans	G	.	PIGL	3735
PC3DM+_anchor5886	chr17	16379908	16383977	7	FALSE	0	TRUE	ecTrans	P	UBB;AC093484.3	AC093484.3;UBB	4069
PC3DM+_anchor5887	chr17	16386012	16387194	1	FALSE	0	TRUE	ecTrans	I	.	.	1182
PC3DM+_anchor5888	chr17	16438782	16444162	17	FALSE	0	TRUE	ecTrans	P	SNHG29;AC093484.4	AC093484.4;LRRC75A;SNHG29;TRPV2	5380
PC3DM+_anchor5889	chr17	16444994	16445622	1	FALSE	0	FALSE	ecTrans	G	.	LRRC75A;SNHG29	628
PC3DM+_anchor5890	chr17	16450027	16451720	2	FALSE	0	FALSE	ecTrans	G	.	LRRC75A;SNHG29	1693
PC3DM+_anchor5891	chr17	16534840	16536425	1	FALSE	0	TRUE	ecTrans	I	.	.	1585
PC3DM+_anchor5892	chr17	16589091	16589826	1	FALSE	0	FALSE	ecTrans	I	.	.	735
PC3DM+_anchor5893	chr17	16652143	16653572	1	FALSE	0	TRUE	ecTrans	P	ZNF624;AC098850.2	AC098850.2;ZNF624	1429
PC3DM+_anchor5894	chr17	17028127	17029242	1	FALSE	0	FALSE	ecTrans	P	AC104024.3	AC104024.3	1115
PC3DM+_anchor5895	chr17	17043764	17045560	2	FALSE	0	TRUE	ecTrans	P	AC104024.4;MPRIP	AC104024.4;MPRIP	1796
PC3DM+_anchor5896	chr17	17150649	17153069	2	FALSE	0	TRUE	ecTrans	P	MPRIP	MPRIP	2420
PC3DM+_anchor5897	chr17	17204883	17206046	1	FALSE	0	TRUE	ecTrans	P	PLD6	MPRIP;PLD6	1163
PC3DM+_anchor5898	chr17	17206314	17206942	1	FALSE	0	TRUE	ecTrans	P	PLD6	MPRIP;PLD6	628
PC3DM+_anchor5899	chr17	17237244	17239234	3	FALSE	0	TRUE	ecTrans	P	FLCN;AC055811.3	AC055811.3;FLCN	1990
PC3DM+_anchor5900	chr17	17415976	17416815	1	FALSE	0	FALSE	ecTrans	I	.	.	839
PC3DM+_anchor5901	chr17	17591053	17592213	2	FALSE	0	TRUE	ecTrans	P	PEMT;AC020558.1	AC020558.1;PEMT	1160
PC3DM+_anchor5902	chr17	17592280	17593715	1	FALSE	0	TRUE	ecTrans	P	PEMT;AC020558.1	AC020558.1;PEMT	1435
PC3DM+_anchor5903	chr17	17681634	17682693	2	FALSE	0	TRUE	ecTrans	P	RAI1	RAI1	1059
PC3DM+_anchor5904	chr17	17683116	17685196	1	FALSE	0	TRUE	ecTrans	P	RAI1	RAI1	2080
PC3DM+_anchor5905	chr17	17823115	17824462	1	FALSE	0	TRUE	ecTrans	P	SREBF1	SREBF1	1347
PC3DM+_anchor5906	chr17	17832754	17835910	1	FALSE	0	TRUE	ecTrans	P	SREBF1	SREBF1	3156
PC3DM+_anchor5907	chr17	17837128	17841039	5	FALSE	0	TRUE	ecTrans	P	SREBF1	SREBF1;TOM1L2	3911
PC3DM+_anchor5908	chr17	17970891	17972068	1	FALSE	0	FALSE	ecTrans	P	TOM1L2;DRC3	DRC3;TOM1L2	1177
PC3DM+_anchor5909	chr17	17972512	17973616	1	FALSE	0	FALSE	ecTrans	P	TOM1L2;DRC3	DRC3;TOM1L2	1104
PC3DM+_anchor5910	chr17	18184085	18185715	2	FALSE	0	TRUE	ecTrans	P	ALKBH5;AC087164.1	AC087164.1;ALKBH5	1630
PC3DM+_anchor5911	chr17	18268671	18269881	1	FALSE	0	FALSE	ecTrans	P	AC127537.1	AC127537.1;MIEF2;TOP3A	1210
PC3DM+_anchor5912	chr17	18315182	18315814	1	FALSE	0	TRUE	ecTrans	P	TOP3A;SMCR8	SMCR8;TOP3A	632
PC3DM+_anchor5913	chr17	18855908	18858298	3	FALSE	0	TRUE	ecTrans	P	PRPSAP2	AC107982.2;PRPSAP2	2390
PC3DM+_anchor5914	chr17	19747165	19748497	3	FALSE	0	TRUE	ecTrans	P	ALDH3A1	ALDH3A1	1332
PC3DM+_anchor5915	chr17	20009814	20010807	1	FALSE	0	TRUE	ecTrans	P	AC005730.2;SPECC1	AC005730.2;SPECC1	993
PC3DM+_anchor5916	chr17	20907412	20909030	1	FALSE	0	FALSE	ecTrans	G	.	CCDC144NL-AS1	1618
PC3DM+_anchor5917	chr17	21040592	21041834	1	FALSE	0	TRUE	ecTrans	P	USP22	USP22	1242
PC3DM+_anchor5918	chr17	21042127	21043195	1	FALSE	0	TRUE	ecTrans	P	USP22	USP22	1068
PC3DM+_anchor5919	chr17	21212656	21213688	1	FALSE	0	FALSE	ecTrans	P	TMEM11;AC087294.1	AC087294.1;TMEM11	1032
PC3DM+_anchor5920	chr17	21215232	21217492	2	FALSE	0	FALSE	ecTrans	P	TMEM11;AC087294.1	AC087294.1;TMEM11	2260
PC3DM+_anchor5921	chr17	21246203	21249083	1	FALSE	0	FALSE	ecTrans	G	.	NATD1	2880
PC3DM+_anchor5922	chr17	21284661	21286700	2	FALSE	0	TRUE	ecTrans	P	MAP2K3	MAP2K3	2039
PC3DM+_anchor5923	chr17	27294450	27295504	1	FALSE	0	FALSE	ecTrans	P	WSB1	WSB1	1054
PC3DM+_anchor5924	chr17	27351040	27353907	2	FALSE	0	TRUE	ecTrans	G	.	AC026254.2	2867
PC3DM+_anchor5925	chr17	28042565	28043954	1	FALSE	0	FALSE	ecTrans	P	NLK	NLK	1389
PC3DM+_anchor5926	chr17	28316303	28317598	1	FALSE	0	FALSE	ecTrans	P	TMEM97	TMEM97	1295
PC3DM+_anchor5927	chr17	28319561	28320260	1	FALSE	0	FALSE	ecTrans	P	TMEM97	TMEM97	699
PC3DM+_anchor5928	chr17	28347767	28348448	1	FALSE	0	FALSE	ecTrans	G	.	POLDIP2;TNFAIP1	681
PC3DM+_anchor5929	chr17	28356261	28360153	4	FALSE	0	TRUE	ecTrans	P	POLDIP2;TMEM199;AC002094.1	AC002094.1;AC002094.2;POLDIP2;TMEM199	3892
PC3DM+_anchor5930	chr17	28551376	28552594	1	FALSE	0	FALSE	ecTrans	P	UNC119	PIGS;UNC119	1218
PC3DM+_anchor5931	chr17	28597391	28598858	1	FALSE	0	FALSE	ecTrans	P	SPAG5;SPAG5-AS1	AC005726.1;SPAG5;SPAG5-AS1	1467
PC3DM+_anchor5932	chr17	28644418	28646101	2	FALSE	0	TRUE	ecTrans	P	KIAA0100	KIAA0100;SDF2	1683
PC3DM+_anchor5933	chr17	28715627	28718521	1	FALSE	0	TRUE	ecTrans	P	RAB34;RPL23A	RAB34;RPL23A	2894
PC3DM+_anchor5934	chr17	28719955	28726267	10	FALSE	0	TRUE	ecTrans	P	RAB34;TLCD1;NEK8;AC010761.6;RPL23A;AC010761.1	AC010761.1;AC010761.6;NEK8;RAB34;RPL23A;TLCD1	6312
PC3DM+_anchor5935	chr17	28727562	28729255	2	FALSE	0	TRUE	ecTrans	P	TLCD1;NEK8;AC010761.6	AC010761.6;NEK8;TLCD1	1693
PC3DM+_anchor5936	chr17	28742739	28743367	1	FALSE	0	TRUE	ecTrans	P	AC010761.2;TRAF4	AC010761.2;AC010761.4;NEK8;TRAF4	628
PC3DM+_anchor5937	chr17	28743693	28746051	2	FALSE	0	TRUE	ecTrans	P	AC010761.2;TRAF4;AC010761.4	AC010761.2;AC010761.4;NEK8;TRAF4	2358
PC3DM+_anchor5938	chr17	28841838	28844415	3	FALSE	0	TRUE	ecTrans	P	FAM222B	FAM222B	2577
PC3DM+_anchor5939	chr17	28850733	28854763	1	FALSE	0	FALSE	ecTrans	P	FAM222B;ERAL1	ERAL1;FAM222B	4030
PC3DM+_anchor5940	chr17	28855105	28856757	1	FALSE	0	FALSE	ecTrans	P	FAM222B;ERAL1	ERAL1;FAM222B	1652
PC3DM+_anchor5941	chr17	28897514	28898142	1	FALSE	0	TRUE	ecTrans	P	FLOT2;AC024267.6;DHRS13	AC024267.6;DHRS13;FLOT2	628
PC3DM+_anchor5942	chr17	28947466	28950097	2	FALSE	0	TRUE	ecTrans	P	PHF12;PIPOX	AC024267.5;PHF12;PIPOX	2631
PC3DM+_anchor5943	chr17	29175170	29176609	1	FALSE	0	FALSE	ecTrans	P	MYO18A	MYO18A	1439
PC3DM+_anchor5944	chr17	29291513	29294920	3	FALSE	0	TRUE	ecTrans	P	NUFIP2	NUFIP2	3407
PC3DM+_anchor5945	chr17	29389812	29390977	1	FALSE	0	TRUE	ecTrans	P	TAOK1;AC068025.1	AC068025.1;AC068025.2;TAOK1	1165
PC3DM+_anchor5946	chr17	29592043	29593079	1	FALSE	0	FALSE	ecTrans	P	GIT1;AC104564.4;ANKRD13B	ABHD15-AS1;AC104564.4;ANKRD13B;GIT1	1036
PC3DM+_anchor5947	chr17	30116858	30119310	2	FALSE	0	TRUE	ecTrans	P	AC104984.2;NSRP1;hsa-mir-423	AC104984.2;NSRP1;hsa-mir-423	2452
PC3DM+_anchor5948	chr17	30332126	30332915	1	FALSE	0	FALSE	ecTrans	P	TMIGD1	TMIGD1	789
PC3DM+_anchor5949	chr17	30477195	30478241	2	FALSE	0	TRUE	ecTrans	P	GOSR1	GOSR1	1046
PC3DM+_anchor5950	chr17	30600392	30602159	3	FALSE	0	TRUE	ecTrans	P	AC005562.1	AC005562.1	1767
PC3DM+_anchor5951	chr17	30822973	30824344	1	FALSE	0	FALSE	ecTrans	P	CRLF3	CRLF3	1371
PC3DM+_anchor5952	chr17	30970113	30970743	1	FALSE	0	FALSE	ecTrans	P	AC138207.9;RNF135;AC138207.4	AC138207.4;AC138207.9;RNF135	630
PC3DM+_anchor5953	chr17	30970744	30972109	1	FALSE	0	TRUE	ecTrans	P	AC138207.9;RNF135;AC138207.4	AC138207.4;AC138207.9;RNF135	1365
PC3DM+_anchor5954	chr17	30972226	30973535	1	FALSE	0	FALSE	ecTrans	P	RNF135;AC138207.4	AC138207.4;AC138207.9;RNF135	1309
PC3DM+_anchor5955	chr17	31549187	31550419	1	FALSE	0	TRUE	ecTrans	I	.	.	1232
PC3DM+_anchor5956	chr17	31898763	31901781	1	FALSE	0	FALSE	ecTrans	P	UTP6	UTP6	3018
PC3DM+_anchor5957	chr17	31937273	31938937	2	FALSE	0	FALSE	ecTrans	P	SUZ12	SUZ12	1664
PC3DM+_anchor5958	chr17	32143020	32145394	1	FALSE	0	FALSE	ecTrans	P	RHOT1;AC116407.1	AC116407.1;RHOT1	2374
PC3DM+_anchor5959	chr17	32341895	32342507	1	FALSE	0	TRUE	ecTrans	P	C17orf75	AC005899.4;C17orf75	612
PC3DM+_anchor5960	chr17	32350022	32351213	2	FALSE	0	TRUE	ecTrans	P	C17orf75;ZNF207	AC005899.4;C17orf75;ZNF207	1191
PC3DM+_anchor5961	chr17	32445071	32446046	1	FALSE	0	FALSE	ecTrans	P	AC005899.8;PSMD11	AC005899.8;PSMD11	975
PC3DM+_anchor5962	chr17	34961879	34962583	1	FALSE	0	FALSE	ecTrans	P	CCT6B;ZNF830	CCT6B;ZNF830	704
PC3DM+_anchor5963	chr17	34980247	34980882	1	FALSE	0	TRUE	ecTrans	P	CCT6B;LIG3	CCT6B;LIG3	635
PC3DM+_anchor5964	chr17	35063685	35065243	1	FALSE	0	TRUE	ecTrans	P	RFFL	AC004223.3;RFFL	1558
PC3DM+_anchor5965	chr17	35077520	35079830	1	FALSE	0	FALSE	ecTrans	G	.	AC004223.3;RFFL	2310
PC3DM+_anchor5966	chr17	35080716	35082856	1	FALSE	0	FALSE	ecTrans	G	.	AC004223.3;RFFL	2140
PC3DM+_anchor5967	chr17	35087023	35089515	3	FALSE	0	TRUE	ecTrans	P	RFFL	AC004223.3;RFFL	2492
PC3DM+_anchor5968	chr17	35118758	35120002	1	FALSE	0	TRUE	ecTrans	P	AC004223.3;RAD51D;FNDC8	AC004223.3;FNDC8;RAD51D	1244
PC3DM+_anchor5969	chr17	35127737	35131445	3	FALSE	0	FALSE	ecTrans	G	.	FNDC8;NLE1	3708
PC3DM+_anchor5970	chr17	35141335	35142323	1	FALSE	0	TRUE	ecTrans	P	NLE1	NLE1	988
PC3DM+_anchor5971	chr17	35242013	35242788	1	FALSE	0	TRUE	ecTrans	P	AC022916.1;SLFN5	AC022916.1;SLFN5	775
PC3DM+_anchor5972	chr17	35243168	35245995	4	FALSE	0	TRUE	ecTrans	P	AC022916.1;SLFN5	AC022916.1;SLFN5	2827
PC3DM+_anchor5973	chr17	35575058	35576145	1	FALSE	0	FALSE	ecTrans	P	PEX12;AP2B1	AP2B1;PEX12;SNHG30	1087
PC3DM+_anchor5974	chr17	35577274	35578500	1	FALSE	0	TRUE	ecTrans	P	PEX12;AP2B1	AP2B1;PEX12;SNHG30	1226
PC3DM+_anchor5975	chr17	35578773	35580073	2	FALSE	0	TRUE	ecTrans	P	PEX12;AP2B1	AP2B1;PEX12	1300
PC3DM+_anchor5976	chr17	35587577	35590175	5	FALSE	0	TRUE	ecTrans	P	AP2B1	AP2B1	2598
PC3DM+_anchor5977	chr17	35808814	35810592	2	FALSE	0	TRUE	ecTrans	P	AC015849.2;TAF15	AC015849.2;TAF15	1778
PC3DM+_anchor5978	chr17	36483051	36484233	1	FALSE	0	FALSE	ecTrans	P	ZNHIT3	ZNHIT3	1182
PC3DM+_anchor5979	chr17	36486504	36487710	3	FALSE	0	FALSE	ecTrans	P	ZNHIT3	ZNHIT3	1206
PC3DM+_anchor5980	chr17	36532712	36534241	2	FALSE	0	FALSE	ecTrans	P	MYO19;PIGW	MYO19;PIGW	1529
PC3DM+_anchor5981	chr17	36535667	36536649	1	FALSE	0	TRUE	ecTrans	P	MYO19;PIGW	MYO19;PIGW	982
PC3DM+_anchor5982	chr17	36600840	36601816	1	FALSE	0	TRUE	ecTrans	P	MRM1	DHRS11;MRM1	976
PC3DM+_anchor5983	chr17	36921853	36923565	1	FALSE	0	TRUE	ecTrans	G	.	LHX1-DT	1712
PC3DM+_anchor5984	chr17	36935917	36937135	1	FALSE	0	TRUE	ecTrans	P	LHX1-DT;LHX1	LHX1;LHX1-DT	1218
PC3DM+_anchor5985	chr17	36949534	36950386	1	FALSE	0	FALSE	ecTrans	P	AATF	AATF	852
PC3DM+_anchor5986	chr17	37357673	37358301	1	FALSE	0	FALSE	ecTrans	P	ACACA	ACACA	628
PC3DM+_anchor5987	chr17	37405580	37406969	1	FALSE	0	TRUE	ecTrans	P	TADA2A;AC243654.1;ACACA	AC243654.1;ACACA;TADA2A	1389
PC3DM+_anchor5988	chr17	37407318	37408296	1	FALSE	0	TRUE	ecTrans	P	TADA2A;AC243654.1;ACACA	AC243654.1;ACACA;TADA2A	978
PC3DM+_anchor5989	chr17	37488781	37489650	1	FALSE	0	TRUE	ecTrans	P	DUSP14	DUSP14	869
PC3DM+_anchor5990	chr17	37741527	37742156	1	FALSE	0	TRUE	ecTrans	G	.	HNF1B	629
PC3DM+_anchor5991	chr17	37744547	37746779	2	FALSE	0	TRUE	ecTrans	P	HNF1B	HNF1B	2232
PC3DM+_anchor5992	chr17	38295901	38299221	2	FALSE	0	FALSE	ecTrans	P	MRPL45	MRPL45	3320
PC3DM+_anchor5993	chr17	38671757	38672729	1	FALSE	0	FALSE	ecTrans	P	EPOP	EPOP	972
PC3DM+_anchor5994	chr17	38675265	38676368	1	FALSE	0	TRUE	ecTrans	P	EPOP	EPOP	1103
PC3DM+_anchor5995	chr17	38700550	38701624	1	FALSE	0	TRUE	ecTrans	P	AC006449.6	AC006449.2;AC006449.6	1074
PC3DM+_anchor5996	chr17	38704302	38705839	1	FALSE	0	TRUE	ecTrans	P	AC006449.6;AC006449.2;MLLT6	AC006449.2;AC006449.6;MLLT6	1537
PC3DM+_anchor5997	chr17	38728439	38729581	1	FALSE	0	FALSE	ecTrans	P	CISD3	CISD3;MLLT6	1142
PC3DM+_anchor5998	chr17	38730706	38731898	2	FALSE	0	TRUE	ecTrans	P	CISD3	CISD3;MLLT6;PCGF2	1192
PC3DM+_anchor5999	chr17	38733715	38734607	1	FALSE	0	FALSE	ecTrans	P	PCGF2	CISD3;PCGF2	892
PC3DM+_anchor6000	chr17	38735231	38736542	2	FALSE	0	FALSE	ecTrans	P	PCGF2	CISD3;PCGF2	1311
PC3DM+_anchor6001	chr17	38746890	38750601	8	FALSE	0	TRUE	ecTrans	P	PSMB3;PCGF2;AC006449.5	AC006449.5;PCGF2;PSMB3	3711
PC3DM+_anchor6002	chr17	38751147	38752552	1	FALSE	0	TRUE	ecTrans	P	PSMB3;PCGF2;AC006449.5	AC006449.5;PCGF2;PSMB3	1405
PC3DM+_anchor6003	chr17	38798243	38800681	2	FALSE	0	TRUE	ecTrans	P	PIP4K2B	CWC25;PIP4K2B	2438
PC3DM+_anchor6004	chr17	38826282	38827426	1	FALSE	0	FALSE	ecTrans	P	CWC25	CWC25	1144
PC3DM+_anchor6005	chr17	38844062	38844959	1	FALSE	0	FALSE	ecTrans	I	.	.	897
PC3DM+_anchor6006	chr17	38845909	38847234	2	FALSE	0	FALSE	ecTrans	G	.	RPL23	1325
PC3DM+_anchor6007	chr17	38848412	38850230	3	FALSE	0	FALSE	ecTrans	G	.	RPL23	1818
PC3DM+_anchor6008	chr17	38852189	38856338	5	FALSE	0	TRUE	ecTrans	P	RPL23	RPL23	4149
PC3DM+_anchor6009	chr17	38868024	38869609	2	FALSE	0	TRUE	ecTrans	P	LASP1	LASP1	1585
PC3DM+_anchor6010	chr17	38870240	38871585	2	FALSE	0	TRUE	ecTrans	P	LASP1	LASP1	1345
PC3DM+_anchor6011	chr17	39172781	39174057	1	FALSE	0	FALSE	ecTrans	P	AC004408.1	AC004408.1;CACNB1	1276
PC3DM+_anchor6012	chr17	39196043	39203418	8	FALSE	0	TRUE	ecTrans	P	CACNB1;RPL19	CACNB1;RPL19	7375
PC3DM+_anchor6013	chr17	39205090	39205897	1	FALSE	0	FALSE	ecTrans	G	.	RPL19	807
PC3DM+_anchor6014	chr17	39205913	39207871	1	FALSE	0	FALSE	ecTrans	G	.	RPL19	1958
PC3DM+_anchor6015	chr17	39400651	39402321	1	FALSE	0	TRUE	ecTrans	P	FBXL20;AC005288.1	AC005288.1;FBXL20;MED1	1670
PC3DM+_anchor6016	chr17	39461671	39463079	3	FALSE	0	TRUE	ecTrans	P	CDK12	CDK12	1408
PC3DM+_anchor6017	chr17	39618162	39622130	2	FALSE	0	TRUE	ecTrans	P	AC087491.1	AC087491.1	3968
PC3DM+_anchor6018	chr17	39687218	39688341	1	FALSE	0	FALSE	ecTrans	P	PGAP3;ERBB2	ERBB2;PGAP3	1123
PC3DM+_anchor6019	chr17	39737075	39738207	1	FALSE	0	FALSE	ecTrans	P	GRB7	GRB7	1132
PC3DM+_anchor6020	chr17	39752195	39754937	1	FALSE	0	TRUE	ecTrans	I	.	.	2742
PC3DM+_anchor6021	chr17	39981214	39982383	1	FALSE	0	TRUE	ecTrans	P	PSMD3	PSMD3	1169
PC3DM+_anchor6022	chr17	40099219	40100093	1	FALSE	0	TRUE	ecTrans	P	NR1D1	NR1D1	874
PC3DM+_anchor6023	chr17	40107407	40108231	1	FALSE	0	TRUE	ecTrans	I	.	.	824
PC3DM+_anchor6024	chr17	40114111	40115784	2	FALSE	0	FALSE	ecTrans	I	.	.	1673
PC3DM+_anchor6025	chr17	40123713	40125533	1	FALSE	0	TRUE	ecTrans	P	MSL1	MSL1	1820
PC3DM+_anchor6026	chr17	40138867	40140237	1	FALSE	0	TRUE	ecTrans	P	CASC3	CASC3;MSL1	1370
PC3DM+_anchor6027	chr17	40140317	40140930	1	FALSE	0	TRUE	ecTrans	P	CASC3	CASC3	613
PC3DM+_anchor6028	chr17	40313397	40314733	1	FALSE	0	TRUE	ecTrans	G	.	RARA	1336
PC3DM+_anchor6029	chr17	40315059	40317741	1	FALSE	0	TRUE	ecTrans	P	RARA;AC080112.4	AC080112.4;RARA	2682
PC3DM+_anchor6030	chr17	40318480	40320351	1	FALSE	0	TRUE	ecTrans	P	RARA;AC080112.4	AC080112.4;RARA	1871
PC3DM+_anchor6031	chr17	40344127	40345737	1	FALSE	0	FALSE	ecTrans	P	RARA-AS1;RARA	RARA;RARA-AS1	1610
PC3DM+_anchor6032	chr17	40361647	40363432	1	FALSE	0	TRUE	ecTrans	P	GJD3;AC080112.1	AC080112.1;GJD3	1785
PC3DM+_anchor6033	chr17	40416110	40418259	2	FALSE	0	FALSE	ecTrans	P	TOP2A	TOP2A	2149
PC3DM+_anchor6034	chr17	40444760	40445566	1	FALSE	0	TRUE	ecTrans	P	IGFBP4	IGFBP4	806
PC3DM+_anchor6035	chr17	40459582	40460717	2	FALSE	0	FALSE	ecTrans	G	.	IGFBP4	1135
PC3DM+_anchor6036	chr17	40471829	40473049	1	FALSE	0	FALSE	ecTrans	I	.	.	1220
PC3DM+_anchor6037	chr17	40473918	40474752	1	FALSE	0	FALSE	ecTrans	G	.	TNS4	834
PC3DM+_anchor6038	chr17	40474803	40476275	1	FALSE	0	FALSE	ecTrans	P	TNS4	TNS4	1472
PC3DM+_anchor6039	chr17	40479263	40482117	8	FALSE	0	TRUE	ecTrans	P	TNS4	TNS4	2854
PC3DM+_anchor6040	chr17	40484393	40486480	2	FALSE	0	FALSE	ecTrans	G	.	TNS4	2087
PC3DM+_anchor6041	chr17	40487106	40488255	1	FALSE	0	FALSE	ecTrans	G	.	TNS4	1149
PC3DM+_anchor6042	chr17	40500099	40501903	2	FALSE	0	TRUE	ecTrans	P	TNS4	TNS4	1804
PC3DM+_anchor6043	chr17	40509618	40510635	1	FALSE	0	TRUE	ecTrans	I	.	.	1017
PC3DM+_anchor6044	chr17	40517207	40519057	4	FALSE	0	TRUE	ecTrans	P	AC004585.1	AC004585.1	1850
PC3DM+_anchor6045	chr17	40519298	40520843	2	FALSE	0	TRUE	ecTrans	P	AC004585.1	AC004585.1	1545
PC3DM+_anchor6046	chr17	40646887	40647753	1	FALSE	0	TRUE	ecTrans	P	SMARCE1;AC073508.3	AC073508.3;SMARCE1	866
PC3DM+_anchor6047	chr17	40647754	40648918	2	FALSE	0	TRUE	ecTrans	P	SMARCE1;AC073508.3	AC073508.3;SMARCE1	1164
PC3DM+_anchor6048	chr17	40815576	40816733	1	FALSE	0	FALSE	ecTrans	P	KRT10;TMEM99	KRT10;TMEM99	1157
PC3DM+_anchor6049	chr17	40817431	40818833	2	FALSE	0	TRUE	ecTrans	P	KRT10;TMEM99	KRT10;TMEM99	1402
PC3DM+_anchor6050	chr17	40903404	40904510	1	FALSE	0	TRUE	ecTrans	I	.	.	1106
PC3DM+_anchor6051	chr17	41500061	41501900	1	FALSE	0	FALSE	ecTrans	P	KRT13;AC019349.1	AC019349.1;KRT13	1839
PC3DM+_anchor6052	chr17	41517312	41518910	1	FALSE	0	FALSE	ecTrans	P	KRT15	KRT15	1598
